language_id,questions,option1,option2,option3,option4,answer
6,"Statue of Liberty's color change: Jasmeet says physical change, Kaif says chemical change. Which is correct?",Jasmeet is correct,Kaif is correct,Both Jasmeet and Kaif are correct,More information is needed ,option2
,,,,,,
6,Which of the following is NOT TRUE about the forests?,Provides oxygen,"Provides food, shelter and clothing materials",Protects wildlife,Provides shelter to wildlife which can be dangerous for humans,option4
,,,,,,
6,Bobo and his teacher went to a forest. Teacher said not to make any noise. Why?,Noise could disturb the birds,Noise could disturb the animals,Noise could disturb both birds and animals,Noise could disturb the plants,option3
,,,,,,
6,Forests don't flood. What is the main reason for it?,Forests act as natural absorber and allow rainwater to seep in,There is a good network of pipes to allow rainwater flow out of forests,Forests channel the water such that most of the rainwater reaches cities,Most of the rain water is absorbed by the leaves for photosynthesis,option1
,,,,,,
6,Which of the following factors help in preventing soil erosion in the forests?, Leaves of trees allow water to drip slowly on ground,Roots of trees bind the soil together,Spongy ground prevents water flood and hence prevents soil erosion,All of the above,option4
,,,,,,
6,"The upper boundary of the saturated soil layer, where gaps between particles and rocks are filled with water, is referred to as ?",Water level,Water table,Groundwater,Water limit,option2
,,,,,,
6,What is the rainfall range in Andhra Pradesh?,20 - 40 cm,40 - 40 cm,60 - 100 cm,100 - 150 cm,option3
,,,,,,
6,What information can be obtained from the rainfall map?,Amount of rainfall in different places,Kind of water management needed in different places,Places which are prone to floods and droughts,All of the above,option4
,,,,,,
6,Which of the following types of trees are said to help in purifying wastewater quite rapidly when planted all along the sewage ponds?,Eucalyptus trees,Ficus trees,Neem trees,Peepal trees,option3
,,,,,,
6,"Among these diseases, which one is not typically transmitted through water?",Cholera,Typhoid,Asthma,Dysentery,option3
,,,,,,
6,Soil microorganisms need moisture and nutrients for survival. Select the habitat with both from the options.,Desert,Forest,Open field,Cricket ground,option2
,,,,,,
6,Rohan is visiting his village. He saw his grandfather wanting to grow pulses in his field. Which soil is best suitable for this crop?,Clayey soil,Loamy soil,Sandy soil,All of the above,option2
,,,,,,
6,"When Ellen forms a gritty ball from topsoil that falls apart, which soil component is likely responsible for this?",Clay,Sand,Silt,Humus,option3
,,,,,,
6,Students investigated which soil type has the capacity to retain the most water. What were they investigating?,The mass of the soil types,The color of the soil types,The soil type that weighs the most,The soil type that keeps in the most water,option4
,,,,,,
6,Bobo poured 50 mL of water into a soil sample; 20 mL of water drained out. How much water was retained in the soil?,20 mL,30 mL,15 mL,50 mL,option2
,,,,,,
6,200g of soil collected and dried in the sun weighed 170g. Calculate the percentage of water in the sample.,0.3,0.45,0.15,0.25,option3
,,,,,,
6,The heart beats faster after running. Why?,It decreases CO2 in cells and blood has to rush in to supply CO2,It increases O2 in cells and blood rushes in to supply CO2,It decreases O2 in cells and blood rushes in to supply O2,It increases CO2 in cells and blood rushes in to supply O2,option2
,,,,,,
6,Which of the following is/are applications of Crystallization.,To obtain pure salt from seawater,To obtain pure alum crystals from an impure alum,To separate kerosene from crude oil,Both 'a' and 'b',option4
