language_id,questions,option1,option2,option3,option4,answer
1,Which of the following is an example of abiotic components?,Cells,Organism,Organic molecules,Sunlight,option4
1,Which terrestrial habitat mostly contains grasses with scattered trees?,Rainforest,Desert,Grasslands,Mountain,option3
1,Which adaptation helps the camel to survive in the hot and dry desert?,Fat layer for cooling,Night activity,Fat storage in hump,Water storage in neck,option3
1,"Identify the habitat of animal with long ears, side eyes, high-speed running:",Aquatic - Dolphins,Desert - Giraffe,Mountain - Yak,Grassland - Deer,option4
1,Identify the habitat of animal with a streamlined and slippery body.,Water,Desert,Grassland,Mountain,option1
1,Term for plants and animals' features allowing survival in a specific habitat,Specialisation,Speciation,Evolution,Adaptation,option4
1,What can't be considered a habitat?,Desert with camels,Pond with fishes,Jungle with wild animals,Cultivated land with grazing cattle,option4
1,Which of the following stems are edible?,"Tomato, potato, garlic","Carrot, ginger, peas","Brinjal, radish, pumpkin","Ginger, onion, potato",option4
1,"Sadik eats plant products, vegetables, fruits and milk products. Sadik is a?",Herbivore,Partially omnivore,Partially herbivore,Vegetarian by choice,option4
1,Which part of the digestive system is responsible for chewing food?,Large intestine,Mouth,Oesophagus,Pancreas,option2
