language_id,questions,option1,option2,option3,option4,answer
1,How many skeletal muscles are needed to move a bone?,A pair,Single,Triple,None of the above,option1
1,What type of injuries do doctors examine using X-ray films?,Injuries of bone,Injuries of muscles,Skin injuries,Joint injuries,option1
1,Who crawls on the ground by alternately looping sideways?,Fish,Snail,Snake,Earthworm,option3
1,How does the earthworm move?,By dragging,By crawling making alternate loops,By alternate extension and contraction of the body,By alternate looping,option3
1,What are some foods that are good sources of protein?,Candy,Bread,"Meat, fish, eggs",Popcorn,option3
1,Which source of protein is different from others?,Peas,Green gram,Soya beans,Cottage cheese (paneer),option4
1,Which vitamin is synthesized by the body when exposed to sunlight?,Vitamin A,Vitamin C,Vitamin D,Vitamin B1,option3
1,"Which food item provides a combination of vitamins, minerals, and proteins?",Whole grain food,Fatty fish,Plant oil,Nuts,option4
1,What is a term for a diet that includes all necessary nutrients?,Nutritional diet,Balanced diet,Perfect diet,Tasty diet,option2
1,What component aids in relieving constipation?,Fibre,Fats,Minerals,Proteins,option1
