language_id,questions,option1,option2,option3,option4,answer
6,A concave mirror is adjusted such that rays from the sun are obtained as a dot on a sheet of paper. It burns the paper in sometime. Choose the correct statement.,"Dot is real image of sun, paper burns due to concentrated sun heat.","Dot is virtual image of sun, paper burns due to concentrated sun heat.","Dot is real image of sun, paper burns due to high surroundings temperature.","Dot is virtual image of sun, paper burns due to high surroundings temperature.",option1
,,,,,,
6,Amy stands 1.5-m tall in front of a plane mirror and at a distance of 1.5 m from the mirror. Choose the right option.,"Amy’s image 1.5 m tall, 1.5 m behind the mirror.","Amy’s image 3 m tall, 1.5 m behind the mirror","Amy’s image 1.5 m tall, 1.5 m ahead of the mirror","Amy’s image 3 m tall, 3 m behind the mirror",option4
,,,,,,
6,Seema showed the words UNIFIED in front of a mirror. Which set of alphabets on laterally inversion seem to appear differently?,UIFD,NFED,FIED,UIFE,option2
,,,,,,
6,Which mirror is the dentist using to examine the teeth of the patient?,Plane mirror,Concave mirror,Convex mirror,Either of the above,option2
,,,,,,
6,Raheem observed his image on the shiny surface of the bell of his bicycle. He found that his image was erect and smaller in size. Which type of reflecting surface the bell has?,Concave,Convex,Plane,None,option2
,,,,,,
6,Which of the following examples demonstrate that light is made of seven colours?,Sky appears blue in the afternoon,Rainbow after rains,Soap bubbles look colourful,Both ‘b’ and ‘c’,option4
,,,,,,
6,The mercury does not fall or rise in a clinical thermometer when it's taken out of the mouth. How is that possible?,The kink in the thermometer does not allow mercury to fall or rise.,Mercury solidifies once the thermometer is taken out of the mouth.,Sudden temperature change is not sensed by mercury.,All of the above,option1
,,,,,,
6,Object A has a temperature of 45? while object B has a temperature of 25?. Which object will be more comfortable to touch?,Object A,Object B,Both objects,None of the objects,option2
,,,,,,
6,"Normal body temperature for a human is around 37?. Ballu has a body temperature of 40?. Based on this information, choose the correct answer.",Ballu’s body will feel cooler than normal,Ballu’s body will feel hotter than normal,Ballu’s body will same as normal,Ballu’s body will feel different at different places,option2
,,,,,,
6,A clinical thermometer cannot be used for measuring the boiling point of water. What is the reason for this?,The glass bulb will break at such a high temperature.,Clinical thermometer has a temperature measuring range of 35? to 40?.,The mercury inside the thermometer will splash.,A clinical thermometer can be used to measure boiling point of water.,option2
