language_id,questions,option1,option2,option3,option4,answer
1,Which type of joints do the Skull bones have?,Hinge joint,Ball and socket joint,Pivot joint,Fixed joint,option4
1,Which body parts help in movement of cockroaches?,Three pairs of legs and two pairs of wings,Two pairs of legs and two pairs of wings,Two pairs of legs and three pairs of wings,Three pairs of legs and three pairs of wings,option1
1,How does an earthworm get grip on the ground?,Slimy secretion,Body rings,Tiny bristles,Repeated muscle expansion and contraction,option3
1,How can the balance of nature be maintained?,All living organisms should be herbivores,All living organisms should be carnivores,All living organisms should be omnivores,Optimum mix of all types of living beings is needed,option4
1,What is essential for the formation of hemoglobin?,Calcium,Iron,Phosphorous,Magnesium,option2
1,What does roughage help in?,Protecting our body from diseases,Movement of bowel,Providing energy,Building and repair of body parts,option2
1,What disease is caused by a deficiency of iron?,Rickets,Scurvy,Anaemia,Pellagra,option3
1,Why should we have dietary fibres in our food?,Fibres provide much more energy,Fibres protect our body from diseases,Fibres help to get rid of undigested food,Fibres help in water retention,option3
1,What does the body turn excess carbohydrates into?,Fibres,Proteins,Fat,Roughage,option3
1,In which of the following is iron present?,Green leafy vegetables,Pizza,Samosa,Orange,option1
