language_id,questions,option1,option2,option3,option4,answer
1,Which organ(s) absorb excess water and store solid waste?,Bladder,Kidneys,Large Intestine,Lungs,option3
1,In which of the following is the order of organs correct?,"Kidney, Urethra, Urinary bladder, Ureter","Kidney, Ureter, Urinary bladder, Urethra","Ureter, Kidney, Urethra, Urinary bladder","Urethra, Urinary Bladder, Ureter, Kidney",option2
1,Someone who has dark yellow or brown urine most likely has this problem.,Liver cancer,Dehydration (lack of hydration),Kidney disease,Nerve damage,option2
1,Identify the small muscular balloon-like organ that expands when filled with urine and contracts after emptying.,Ureter,Urinary bladder,Urethra,None of these,option2
1,The kidneys send the urine to the bladder through tubes called ureters. What happens next?,Urine is stored in the bladder,Urine exits the body through the urethra.,Urine is stored in the gallbladder,All of the above,option1
1,How much urine is passed in 24 hours by an adult human being?,1-1.8 liters of urine,1-1.4 liters of urine,1-1.6 liters of urine,1-1.7 liters of urine,option1
1,How to make large crystals?,Heat a concentrated solution up quickly,Heat a concentrated solution up slowly,Cool down a concentrated solution quickly,Cool down a concentrated solution slowly,option4
1,"The upper boundary of the saturated soil layer, where gaps between particles and rocks are filled with water, is referred to as ?",Water level,Water table,Groundwater,Water limit,option2
1,What is the rainfall range in Andhra Pradesh?,20 - 40 cm,40 - 40 cm,60 - 100 cm,100 - 150 cm,option3
1,What information can be obtained from the rainfall map?,Amount of rainfall in different places,Kind of water management needed in different places,Places which are prone to floods and droughts,All of the above,option4
