language_id,questions,option1,option2,option3,option4,answer
6,"Rajest wanted a blanket which was similar to a woollen blanket, but cheaper. Which of the following fibres can he choose as an alternative?",Silk,Nylon,Acrylic,Cotton,option3
,,,,,,
6,Firefighters’ uniform is coated with a plastic that is fire resistant. Identify the plastic from the given options.,Teflon,Melamine,PET,Polyester,option2
,,,,,,
6,"Students create a model of the formation of fossil fuels by first placing a layer of leaves, representing organic matter, in the bottom of a cup. What step will come next in the model?",Pouring water over the leaves to model washing away by rivers.,Adding sand on top of the leaves to model burial in sediments.,Burning the leaves to model the decay of organic matter.,Putting the leaves in the freezer to model conditions on top of mountains.,option2
,,,,,,
6,"A substance X is obtained from an exhaustible natural resource. It is black and thick liquid with an unpleasant smell. Synthetic dye, plastic paints, and perfumes are obtained using this resource. Identify X",Coke,Coal tar,Bitumen,Lubricating oil,option2
,,,,,,
6,Boojho wrote some statements but he was confused to identify the incorrect statement. Choose the incorrect answer for him.,Petrol is used as a fuel in light motor vehicles.,Diesel is used as a fuel in heavy motor vehicles.,Lubrication oil is used for lubrication in machines and engines.,Bitumen is used in the medical industry.,option4
,,,,,,
6,"Bobo was cooking and suddenly, the fuel of the stove got over. Which constituent of petroleum should he use to ignite the stove?",Kerosene,Diesel,Petrol,Paraffin wax,option1
,,,,,,
6,Changing concentrations of ozone in upper atmosphere and at ground level can cause health problems for people. Which set of changes would cause the MOST health concerns?,Increase in both atmospheric and ground level ozone,Decrease in both atmospheric and ground level ozone,Increase in atmospheric ozone and a decrease in ground level ozone,Decrease in atmospheric ozone and an increase in ground level ozone,option4
,,,,,,
6,"In pit A, Gappu put a polythene bag packed with some agricultural waste. In pit B, she dumped the same kind of waste but without packing it in a polythene bag. She then covered both the pits with soil. What did she observe after a month?",Waste in pit A degraded faster than that in pit B.,Waste in pit B degraded faster than that in pit A.,Waste in both pits degraded almost equally.,Waste in both pits did not degrade at all.,option2
,,,,,,
6, Identify the last step of Nitrogen cycle.,Nitrogen compounds used by plants,Nitrogen compounds eaten by animals,Nitrogen compounds dissolved in water,Nitrogen compounds converted to gas by bacteria and released into the atmosphere.,option4
,,,,,,
6,A scientist is trying to decide whether an organism is unicellular or multicellular. Which information would help most to make the  decision?,size of the cells of the organism,what the organism eats,how many types of cells are in the organism,how fast the organism grows,option3
