language_id,questions,option1,option2,option3,option4,answer
1,Why do mittens keep your hands warm in winter?,They are conductors of heat.,They are fuzzy.,They are conductors of electricity.,They are insulators.,option4
1,Which spoon is it safer to stir the hot soup with?,A wooden spoon,A plastic spoon,A steel spoon,A copper spoon,option1
1,What physical property does a copper penny and an iron nail have in common?,They are both heavy,They are soluble in water.,They will float in water.,They will sink in water.,option4
1,Why Cotton clothes are better while cooking or during the summer season?,Cotton is a good conductor of heat,Cotton helps to provide cooling effect to the body,Cotton is germ free fiber and eco friendly too,Cotton helps to absorb and evaporate the sweat from body,option4
1,A reversible change can be identified by which of the following factors?,Formation of new substances,Permanent change,Only change in physical properties,Only change in chemical properties,option3
1,Which of the following can be reversed,Wet clothes to dry clothes,Bud to flower,Cow dung to biogas,Raw egg to boiled egg,option1
1,Which one of the following step is irreversible in burning of a candle,Wax vapours burns into flame,Melting of solid wax,Liquid wax changes into vapours,All of these,option1
1,Why do candlesticks get smaller after lighting?, Wax freezes ,Wax melts,Wax evaporates,Wax contracts,option2
1,What's the best type of material to make a greenhouse?, Translucent ,Transparent,Opaque ,None of the above,option2
1,Which of the following is correct about the Ginning process?,The Fibre is separated from the stem,The Fibre is separated from the cocoons,The Fibre is separated from the seeds,None of the above,option3
