language_id,questions,option1,option2,option3,option4,answer
1,What do tiny vessels from the artery link up and form?,Artery,Vein,Capillary,Nerve,option2
1,Which blood do Pulmonary veins carry?,Oxygenated blood,Deoxygenated blood,Glucose-deficient blood,CO2 laden blood,option1
1,What is the function of the blood vessels and capillaries?,They pump blood to the heart.,They filter impurities from the blood,They carry blood to all parts of the body.,They carry messages from the brain to the muscles,option3
1,Which vessels carry blood to every part of your body?,Capillaries,Veins,Arteries,All of these,option4
1,What is the heart also known as?,Muscular pump,Pumping device,Pumping machine,Pumping muscle,option1
1,How many chambers does the heart have?,Four,Five,Six,Eight,option1
1,Where is the heart located?,Chest cavity,Brain cavity,Kidney cavity,Muscle cavity,option1
1,What are the top two chambers of the heart known as?,Atria,Ventricles,Top chamber,Bottom chamber,option1
1,Which instrument is used to listen to your heartbeat?,Stethoscope,Blood pressure,Oximeter,None of these,option1
1,What is the throbbing that occurs in arteries due to the flowing of blood?,Heartbeat,Circulation,Pulse,Respiration,option3
