language_id,questions,option1,option2,option3,option4,answer
1,Which of the following numbers is a multiple of both 3 and 5?,27,35,45,63,option3
1,"What is the quotient when 4,560 is divided by 8?",570,456,570.5,45.6,option1
1,Which of the following is a prime number?,14,19,24,30,option2
1,What is the sum of the first five prime numbers?,18,23,25,28,option4
1,"If a number is divisible by both 2 and 3, it is also divisible by:",5,6,8,9,option2
1,How many millimeters are in 2.5 meters?,250,"2,500",25,0.25,option2
1,Convert 3.2 kg to grams.,320 g,"3,200 g",32 g,"320,000 g",option2
1,"If a book is 2.5 cm thick, how many millimeters is that?",25 mm,250 mm,2.5 mm,0.25 mm,option1
1,How many milliliters are there in 0.75 liters?,75 mL,750 mL,"7,500 mL","750,000 mL",option2
1,Convert 4.6 km to meters.,"4,600 m",460 m,46 m,"4,600,000 m",option1
