language_id,questions,option1,option2,option3,option4,answer
1,Which of the following fractions is equivalent to 3/4?,6/8.,9/12.,15/20.,1/2.,option1
1,Express 0.6 as a fraction in simplest form.,6/10.,3/5.,1/2.,2/3.,option2
1,Which decimal is equivalent to 7/10?,0.6,0.7,0.75,0.8,option2
1,2/5 is equivalent to________?,4/10.,3/8.,1/2.,5/10.,option1
1,Which of the following is the smallest negative integer?,-3,-7,-5,-2,option2
1,Add −14 and −8.,-22,22,6,-6,option1
1,"If x − (−6) = 9, what is the value of x?",3,15,-3,-15,option1
1,Subtract −12 from 5.,7,-7,-17,17,option4
1,"In a class, the ratio of boys to girls is 2:3. If there are 24 boys, how many girls are there?",18,36,30,48,option2
1,"The ratio of the lengths of two rectangles is 4:7. If the length of the smaller rectangle is 8 cm, what is the length of the larger rectangle?",14 cm,16 cm,28 cm,32 cm,option1
